urn	n	speaker	raw_word	pos	lemma
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:115@ὡς	115	Κρέων	ὡς	adverb	ὡς
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:115@ἀπεστάλη.	115	Κρέων	ἀπεστάλη.	verb	ἀποστέλλω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:118@θνῄσκουσι	118	Κρέων	θνῄσκουσι	verb	θνῄσκω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:118@γάρ,	118	Κρέων	γάρ,	pronoun	γάρ,
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:118@πλὴν	118	Κρέων	πλὴν	adverb	πλήν
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:118@εἷς	118	Κρέων	εἷς	numeral	εἷς
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:118@τις,	118	Κρέων	τις,	auxiliary	εἰμί
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:118@ὃς	118	Κρέων	ὃς	pronoun	ὅς
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:118@φόβῳ,	118	Κρέων	φόβῳ,	noun	φόβος
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:118@φυγὼν	118	Κρέων	φυγὼν	verb	φεύγω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:119@ὧν	119	Κρέων	ὧν	pronoun	ὅς
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:119@εἶδε	119	Κρέων	εἶδε	verb	ὁράω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:119@πλὴν	119	Κρέων	πλὴν	adposition	πλήν
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:119@ἓν	119	Κρέων	ἓν	numeral	εἷς
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:119@οὐδὲν	119	Κρέων	οὐδὲν	adjective	οὐδείς
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:119@εἶχʼ	119	Κρέων	εἶχʼ	verb	ἔχω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:119@εἰδὼς	119	Κρέων	εἰδὼς	verb	οἶδα
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:119@φράσαι.	119	Κρέων	φράσαι.	verb	φράζω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:122@λῃστὰς	122	Κρέων	λῃστὰς	noun	λῃστής
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:122@ἔφασκε	122	Κρέων	ἔφασκε	verb	φάσκω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:122@συντυχόντας	122	Κρέων	συντυχόντας	verb	συντυγχάνω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:122@οὐ	122	Κρέων	οὐ	adverb	οὐ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:122@μιᾷ	122	Κρέων	μιᾷ	numeral	εἷς
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:123@ῥώμῃ	123	Κρέων	ῥώμῃ	noun	ῥώμη
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:123@κτανεῖν	123	Κρέων	κτανεῖν	verb	κτανέω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:123@νιν,	123	Κρέων	νιν,	noun	νίν
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:123@ἀλλὰ	123	Κρέων	ἀλλὰ	coordinating_conjunction	ἀλλά
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:123@σὺν	123	Κρέων	σὺν	adposition	σύν
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:123@πλήθει	123	Κρέων	πλήθει	noun	πλῆθος
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:123@χερῶν.	123	Κρέων	χερῶν.	noun	χερῶν
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:126@δοκοῦντα	126	Κρέων	δοκοῦντα	verb	δοκέω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:126@ταῦτʼ	126	Κρέων	ταῦτʼ	adjective	οὗτος
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:126@ἦν·	126	Κρέων	ἦν·	verb	ἀείνω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:126@Λαΐου	126	Κρέων	Λαΐου	proper_noun	Λαΐος
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:126@δʼ	126	Κρέων	δʼ	adverb	δʼ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:126@ὀλωλότος	126	Κρέων	ὀλωλότος	adjective	ὀλωλός
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:127@οὐδεὶς	127	Κρέων	οὐδεὶς	adjective	οὐδείς
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:127@ἀρωγὸς	127	Κρέων	ἀρωγὸς	noun	ἀρώξ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:127@ἐν	127	Κρέων	ἐν	adposition	ἐν
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:127@κακοῖς	127	Κρέων	κακοῖς	adjective	κακός
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:127@ἐγίγνετο.	127	Κρέων	ἐγίγνετο.	verb	γίγνομαι
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:130@ἡ	130	Κρέων	ἡ	determiner	ὁ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:130@ποικιλῳδὸς	130	Κρέων	ποικιλῳδὸς	adjective	ποικιλῳδός
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:130@Σφὶγξ	130	Κρέων	Σφὶγξ	proper_noun	Σφὶγος
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:130@τὸ	130	Κρέων	τὸ	determiner	ὁ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:130@πρὸς	130	Κρέων	πρὸς	adposition	πρός
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:130@ποσὶν	130	Κρέων	ποσὶν	noun	πούς
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:130@σκοπεῖν	130	Κρέων	σκοπεῖν	verb	σκοπέω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:131@μεθέντας	131	Κρέων	μεθέντας	verb	μεθίημι
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:131@ἡμᾶς	131	Κρέων	ἡμᾶς	pronoun	ἡμεῖς
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:131@τἀφανῆ	131	Κρέων	τἀφανῆ	adverb	τἀφανῆ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:131@προσήγετο.	131	Κρέων	προσήγετο.	verb	προσήγω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:513@ἄνδρες	513	Κρέων	ἄνδρες	noun	ἀνήρ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:513@πολῖται,	513	Κρέων	πολῖται,	noun	πολίτης
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:513@δείνʼ	513	Κρέων	δείνʼ	adjective	δείνʼ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:513@ἔπη	513	Κρέων	ἔπη	adjective	ἔπος
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:513@πεπυσμένος	513	Κρέων	πεπυσμένος	verb	πυνθάνομαι
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:514@κατηγορεῖν	514	Κρέων	κατηγορεῖν	verb	κατηγορέω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:514@μου	514	Κρέων	μου	pronoun	ἐγώ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:514@τὸν	514	Κρέων	τὸν	determiner	ὁ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:514@τύραννον	514	Κρέων	τύραννον	noun	τύραννος
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:514@Οἰδίπουν,	514	Κρέων	Οἰδίπουν,	proper_noun	Οἰδίπους
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:515@πάρειμʼ	515	Κρέων	πάρειμʼ	verb	παραιρέω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:515@ἀτλητῶν.	515	Κρέων	ἀτλητῶν.	adjective	ἀτλητῶν
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:515@εἰ	515	Κρέων	εἰ	subordinating_conjunction	εἰ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:515@γὰρ	515	Κρέων	γὰρ	adverb	γάρ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:515@ἐν	515	Κρέων	ἐν	adposition	ἐν
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:515@ταῖς	515	Κρέων	ταῖς	determiner	ὁ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:515@ξυμφοραῖς	515	Κρέων	ξυμφοραῖς	adjective	ξυμφορός
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:516@ταῖς	516	Κρέων	ταῖς	determiner	ὁ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:516@νῦν	516	Κρέων	νῦν	adverb	νῦν
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:516@νομίζει	516	Κρέων	νομίζει	verb	νομίζω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:516@πρός	516	Κρέων	πρός	adposition	πρός
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:516@γʼ	516	Κρέων	γʼ	pronoun	γι
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:516@ἐμοῦ	516	Κρέων	ἐμοῦ	pronoun	ἐγώ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:516@πεπονθέναι	516	Κρέων	πεπονθέναι	verb	πάσχω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:517@λόγοισιν	517	Κρέων	λόγοισιν	noun	λόγος
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:517@εἴτʼ	517	Κρέων	εἴτʼ	pronoun	εἰμί
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:517@ἔργοισιν	517	Κρέων	ἔργοισιν	noun	ἔργον
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:517@εἰς	517	Κρέων	εἰς	adposition	εἰς
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:517@βλάβην	517	Κρέων	βλάβην	noun	βλάβη
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:517@φέρον,	517	Κρέων	φέρον,	verb	φέρω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:518@οὔτοι	518	Κρέων	οὔτοι	pronoun	οὗτος
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:518@βίου	518	Κρέων	βίου	noun	βίος
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:518@μοι	518	Κρέων	μοι	pronoun	ἐγώ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:518@τοῦ	518	Κρέων	τοῦ	determiner	ὁ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:518@μακραίωνος	518	Κρέων	μακραίωνος	adjective	μακραῖος
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:518@πόθος	518	Κρέων	πόθος	noun	πόθος
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:518@,	518	Κρέων	,	interjection	,
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:519@φέροντι	519	Κρέων	φέροντι	verb	φέρω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:519@τήνδε	519	Κρέων	τήνδε	determiner	ὅδε
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:519@βάξιν.	519	Κρέων	βάξιν.	noun	βάξιν
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:519@οὐ	519	Κρέων	οὐ	adverb	οὐ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:519@γὰρ	519	Κρέων	γὰρ	adverb	γάρ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:519@εἰς	519	Κρέων	εἰς	adposition	εἰς
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:519@ἁπλοῦν	519	Κρέων	ἁπλοῦν	adjective	ἁπλόος
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:520@ἡ	520	Κρέων	ἡ	determiner	ὁ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:520@ζημία	520	Κρέων	ζημία	noun	ζημία
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:520@μοι	520	Κρέων	μοι	pronoun	ἐγώ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:520@τοῦ	520	Κρέων	τοῦ	determiner	ὁ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:520@λόγου	520	Κρέων	λόγου	noun	λόγος
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:520@τούτου	520	Κρέων	τούτου	determiner	οὗτος
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:520@φέρει,	520	Κρέων	φέρει,	verb	φέρω
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:521@ἀλλʼ	521	Κρέων	ἀλλʼ	coordinating_conjunction	ἀλλʼ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:521@ἐς	521	Κρέων	ἐς	adposition	εἰς
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:521@μέγιστον,	521	Κρέων	μέγιστον,	adjective	μέγας
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:521@εἰ	521	Κρέων	εἰ	subordinating_conjunction	εἰ
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:521@κακὸς	521	Κρέων	κακὸς	adjective	κακός
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:521@μὲν	521	Κρέων	μὲν	adverb	μέν
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:521@ἐν	521	Κρέων	ἐν	adposition	ἐν
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:521@πόλει,	521	Κρέων	πόλει,	noun	πόλις
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:522@κακὸς	522	Κρέων	κακὸς	adjective	κακός
urn:cts:greekLit:tlg0011.tlg004.perseus-grc2:522@δὲ	522	Κρέων	δὲ	adverb	δέ
