urn	n	speaker	raw_word	pos	lemma
urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:14@ὦ	14	Ὀδυσσεύς	ὦ	interjection	ὦ
urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:14@φθέγμʼ	14	Ὀδυσσεύς	φθέγμʼ	noun	φθέγμα
urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:14@Ἀθάνας,	14	Ὀδυσσεύς	Ἀθάνας,	noun	Ἀθάναι
urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:14@φιλτάτης	14	Ὀδυσσεύς	φιλτάτης	adjective	φιλτάτης
urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:14@ἐμοὶ	14	Ὀδυσσεύς	ἐμοὶ	pronoun	ἐγώ
urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:14@θεῶν	14	Ὀδυσσεύς	θεῶν	noun	θεός
urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:14@,	14	Ὀδυσσεύς	,	interjection	,
urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:15@ὡς	15	Ὀδυσσεύς	ὡς	adverb	ὡς
urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:15@εὐμαθές	15	Ὀδυσσεύς	εὐμαθές	adjective	εὐμάς
urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:15@σου,	15	Ὀδυσσεύς	σου,	verb	σῴζω
urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:15@κἂν	15	Ὀδυσσεύς	κἂν	subordinating_conjunction	καί
urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:15@ἄποπτος	15	Ὀδυσσεύς	ἄποπτος	adjective	ἄποπτος
urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:15@ᾖς	15	Ὀδυσσεύς	ᾖς	auxiliary	εἰμί
urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:15@ὅμως	15	Ὀδυσσεύς	ὅμως	adverb	ὅμως
urn:cts:greekLit:tlg0011.tlg003.perseus-grc2:15@,	15	Ὀδυσσεύς	,	verb	εἶμι
