urn	n	speaker	raw_word	pos	lemma
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:728@ἄνδρες	728	Κρέων	ἄνδρες	noun	ἀνήρ
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:728@χθονὸς	728	Κρέων	χθονὸς	noun	χθόνος
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:728@τῆσδʼ	728	Κρέων	τῆσδʼ	determiner	οὗδος
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:728@εὐγενεῖς	728	Κρέων	εὐγενεῖς	adjective	εὐγενής
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:728@οἰκήτορες	728	Κρέων	οἰκήτορες	noun	οἰκήτωρ
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:728@,	728	Κρέων	,	interjection	,
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:729@ὁρῶ	729	Κρέων	ὁρῶ	verb	ὁράω
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:729@τινʼ	729	Κρέων	τινʼ	adjective	τὶς
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:729@ὑμᾶς	729	Κρέων	ὑμᾶς	pronoun	ὑμεῖς
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:729@ὀμμάτων	729	Κρέων	ὀμμάτων	noun	ὄμμα
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:729@εἰληφότας	729	Κρέων	εἰληφότας	verb	εἰλέω
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:730@φόβον	730	Κρέων	φόβον	noun	φόβος
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:730@νεώρη	730	Κρέων	νεώρη	noun	νεῦρος
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:730@τῆς	730	Κρέων	τῆς	determiner	ὁ
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:730@ἐμῆς	730	Κρέων	ἐμῆς	adjective	ἐμός
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:730@ἐπεισόδου,	730	Κρέων	ἐπεισόδου,	noun	ἐπείσοδος
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:731@ὃν	731	Κρέων	ὃν	pronoun	ὅς
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:731@μήτʼ	731	Κρέων	μήτʼ	adverb	μήτʼ
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:731@ὀκνεῖτε	731	Κρέων	ὀκνεῖτε	verb	ὀκνέω
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:731@μήτʼ	731	Κρέων	μήτʼ	coordinating_conjunction	μήτʼ
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:731@ἀφῆτʼ	731	Κρέων	ἀφῆτʼ	verb	ἀφίημι
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:731@ἔπος	731	Κρέων	ἔπος	noun	ἔπος
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:731@κακόν.	731	Κρέων	κακόν.	adjective	κακός
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:732@ἥκω	732	Κρέων	ἥκω	verb	ἥκω
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:732@γὰρ	732	Κρέων	γὰρ	adverb	γάρ
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:732@οὐχ	732	Κρέων	οὐχ	adverb	οὐ
urn:cts:greekLit:tlg0011.tlg007.perseus-grc2:732@ὡς	732	Κρέων	ὡς	adverb	ὡς
